app,date,gap_count,observation_ratio,on_ratio,psn
02_washing-machine,20161015,"{1: 483, 10: 25, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.983275462962963,0.029282168991426834,03
02_washing-machine,20161230,"{1: 1158, 10: 27, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9702777777777778,0.0,03
02_washing-machine,20170103,"{1: 769, 10: 25, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9756018518518519,0.0,03
02_washing-machine,20170127,"{1: 925, 10: 26, 30: 3, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9766203703703704,0.0,03
00_total,20170103,"{1: 76, 10: 4, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9968055555555555,1.0,03
00_total,20161230,"{1: 131, 10: 7, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9943981481481482,1.0,03
01_kimchi-fridge,20161010,"{1: 393, 10: 24, 30: 5, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9852893518518518,0.5856241703767224,03
01_kimchi-fridge,20161123,"{1: 664, 10: 26, 30: 2, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9787847222222222,0.5519812692894391,03
00_total,20161015,"{1: 68, 10: 10, 30: 3, 60: 3, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9887962962962963,1.0,03
00_total,20170127,"{1: 111, 10: 5, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9960300925925926,1.0,03
02_washing-machine,20161010,"{1: 422, 10: 23, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9868981481481481,0.0,03
02_washing-machine,20161023,"{1: 976, 10: 32, 30: 9, 60: 4, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9613888888888888,0.0022922084176057018,03
02_washing-machine,20161220,"{1: 1366, 10: 27, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9655555555555555,0.0,03
01_kimchi-fridge,20170103,"{1: 740, 10: 25, 30: 2, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9757870370370371,0.6851908083060524,03
01_kimchi-fridge,20161005,"{1: 389, 10: 24, 30: 2, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9828935185185185,0.6136022860193275,03
00_total,20161023,"{1: 301, 10: 38, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9860277777777777,1.0,03
00_total,20161010,"{1: 45, 10: 10, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9955324074074074,1.0,03
00_total,20161220,"{1: 79, 10: 5, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9968518518518519,1.0,03
01_kimchi-fridge,20161220,"{1: 1074, 10: 25, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9760532407407407,0.656085346234876,03
01_kimchi-fridge,20161023,"{1: 926, 10: 33, 30: 6, 60: 4, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9684143518518519,0.5857608968459801,03
02_washing-machine,20161123,"{1: 640, 10: 26, 30: 4, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9750115740740741,0.0,03
01_kimchi-fridge,20170130,"{1: 423, 10: 26, 30: 4, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9802893518518518,0.621087720541066,03
02_washing-machine,20161005,"{1: 389, 10: 25, 30: 3, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9796064814814814,0.0,03
02_washing-machine,20161206,"{1: 1494, 10: 25, 30: 5, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9671296296296297,0.0,03
02_washing-machine,20170129,"{1: 608, 10: 27, 30: 2, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9781597222222222,0.0,03
02_washing-machine,20170130,"{1: 477, 10: 27, 30: 3, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9778356481481482,0.0,03
02_washing-machine,20170113,"{1: 2133, 10: 28, 30: 3, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9558217592592593,0.0,03
01_kimchi-fridge,20161206,"{1: 1217, 10: 30, 30: 4, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9712731481481481,0.662103481970495,03
00_total,20161005,"{1: 110, 10: 9, 30: 2, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9936574074074074,1.0,03
01_kimchi-fridge,20170129,"{1: 605, 10: 26, 30: 5, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9740972222222222,0.696241375759448,03
00_total,20170113,"{1: 97, 10: 10, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9955208333333333,1.0,03
00_total,20161214,"{1: 240, 10: 32, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9894097222222222,1.0,03
01_kimchi-fridge,20161214,"{1: 1281, 10: 28, 30: 5, 60: 2, 300: 1, 1800: 0, 3600: 0, 10800: 0}",0.9584953703703704,0.6533943536117082,03
01_kimchi-fridge,20161030,"{1: 470, 10: 26, 30: 6, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.979837962962963,0.5307015678770268,03
02_washing-machine,20161214,"{1: 1572, 10: 34, 30: 7, 60: 5, 300: 2, 1800: 0, 3600: 0, 10800: 0}",0.9458449074074075,0.011921048445320052,03
00_total,20161123,"{1: 113, 10: 6, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9949537037037037,1.0,03
00_total,20170129,"{1: 183, 10: 15, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9915393518518518,1.0,03
00_total,20170130,"{1: 87, 10: 7, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9962962962962963,1.0,03
01_kimchi-fridge,20170113,"{1: 1884, 10: 26, 30: 3, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9635648148148148,0.6879402296641522,03
00_total,20161206,"{1: 99, 10: 5, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9970023148148148,1.0,03
01_kimchi-fridge,20161013,"{1: 418, 10: 26, 30: 1, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9857870370370371,0.5676928254982075,03
01_kimchi-fridge,20170118,"{1: 1213, 10: 25, 30: 2, 60: 2, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9721412037037037,0.6302279158183817,03
02_washing-machine,20170118,"{1: 1253, 10: 25, 30: 4, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9702199074074074,0.0005487492096818448,03
02_washing-machine,20161013,"{1: 419, 10: 24, 30: 3, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9852083333333334,0.0,03
02_washing-machine,20161106,"{1: 612, 10: 24, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9824074074074074,0.0,03
00_total,20170118,"{1: 121, 10: 7, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.994849537037037,1.0,03
00_total,20161013,"{1: 413, 10: 19, 30: 2, 60: 1, 300: 1, 1800: 0, 3600: 0, 10800: 0}",1.0052662037037037,1.0,03
01_kimchi-fridge,20161106,"{1: 507, 10: 24, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9854398148148148,0.5799104241541582,03
00_total,20161106,"{1: 64, 10: 10, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9968518518518519,1.0,03
00_total,20161030,"{1: 72, 10: 11, 30: 0, 60: 0, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9956134259259259,1.0,03
02_washing-machine,20161102,"{1: 671, 10: 25, 30: 4, 60: 3, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9797222222222223,0.0,03
02_washing-machine,20170119,"{1: 1295, 10: 25, 30: 1, 60: 1, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9713541666666666,0.0,03
02_washing-machine,20161118,"{1: 3354, 10: 27, 30: 7, 60: 6, 300: 0, 1800: 0, 3600: 0, 10800: 0}",0.9245601851851852,0.0,03
